####################
# CNN
####################

python main.py --domain shortestPathcnf --reg cross --epochs 500 --checkAcc --gpu --batchSize 32
device is cuda
Neural Network (MLP) Structure: (40, 50, 50, 50, 50, 50, 24)

The CNF is represented by a matrix C of shape torch.Size([68, 40]):
tensor([[-1.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0., -1.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0., -1.,  ...,  0.,  0.,  0.],
        ...,
        [ 0.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0.,  0.,  ...,  0.,  0., -1.]])
59.47	19.25
68.32	20.81
70.81	23.60
72.75	23.29
72.44	21.43
71.43	21.43
72.05	20.19
72.83	20.81
70.89	19.88
71.27	19.88
73.76	19.57
76.79	20.81
79.50	19.57
81.52	19.25
82.92	20.50
82.69	19.57
80.28	20.50
79.74	21.43
82.30	22.67
83.85	22.05
85.09	21.74
85.79	20.50
85.48	19.88
86.18	19.88
86.57	20.19
88.04	19.57
88.43	20.19
88.82	20.50
89.13	20.50
89.75	20.81
90.30	20.81
90.53	22.05
90.53	21.12
90.92	21.43
90.84	21.43
91.23	21.74
91.38	22.05
91.38	21.74
91.23	21.74
91.23	20.81
90.92	21.43
91.23	21.43
91.69	21.74
91.30	21.12
92.00	22.05
91.38	21.74
92.39	22.67
92.47	21.43
92.39	22.36
92.31	22.67
93.71	23.29
94.25	22.67
93.71	23.91
93.01	22.67
94.10	22.36
94.95	22.67
94.64	22.36
93.87	22.67
94.02	22.67
94.10	22.36
94.88	23.29
95.26	21.74
94.88	22.67
93.94	23.29
94.25	22.05
95.19	22.36
95.50	22.36
95.11	22.05
95.42	22.05
93.40	21.74
91.15	21.43
93.94	22.36
95.11	22.98
93.17	23.60
89.67	22.98
88.35	23.29
90.06	21.43
90.84	21.43
90.45	22.05
84.01	20.19
80.28	21.74
80.67	23.60
87.19	22.98
82.76	20.19
80.75	22.98
65.84	21.12
86.10	19.88
92.00	21.74
93.94	22.36
91.61	19.88
94.10	22.98
95.57	22.67
95.65	22.67
96.43	22.98
97.13	22.67
97.13	22.05
96.74	22.67
95.65	22.98
95.89	22.67
96.04	22.98
96.58	22.36
96.35	23.29
96.82	22.67
96.35	23.29
96.51	23.60
96.35	22.98
96.12	23.91
96.20	23.60
96.20	22.98
96.35	24.22
96.43	24.53
96.35	24.22
96.35	24.53
96.58	24.53
96.74	24.22
96.89	24.53
96.82	24.84
97.28	25.16
96.89	24.84
97.28	24.84
97.28	25.47
97.36	25.47
97.28	25.78
97.28	25.16
97.20	25.16
97.05	25.16
96.97	24.53
96.74	24.53
96.51	24.84
96.51	24.84
96.58	24.84
96.58	24.53
96.58	24.53
96.43	25.16
96.66	25.16
96.82	25.16
97.05	26.09
97.90	25.78
97.75	25.16
98.37	25.78
98.60	25.16
98.45	25.78
98.60	25.16
98.68	25.78
98.76	25.78
98.91	25.16
98.84	25.78
99.07	25.16
98.99	25.47
98.91	25.16
98.76	25.47
98.45	25.47
98.06	25.47
97.13	24.84
96.82	24.53
96.89	24.22
96.12	24.22
93.63	24.84
94.88	23.91
77.72	24.22
70.57	21.74
82.84	24.22
90.68	23.29
91.93	22.36
89.67	22.67
92.31	22.36
95.81	22.98
96.43	22.98
95.89	23.29
99.38	26.71
98.52	24.53
99.77	25.78
99.92	26.40
99.92	26.40
99.84	26.40
99.84	26.09
99.84	26.40
99.84	25.78
99.84	26.09
99.84	26.40
99.69	25.78
99.69	26.09
99.69	25.78
99.69	25.16
99.69	24.84
99.53	25.16
99.53	24.84
99.61	24.53
99.53	24.84
99.53	24.53
99.61	24.53
--- total time from beginning: 83 seconds ---
