####################
# STE (b_p(x)+iSTE)
####################

python main.py --domain shortestPathcnf --reg cross cnf bound --epochs 500 --lr 0.002 --checkAcc --gpu --batchSize 32 --hyper 0.2 1
device is cuda
Neural Network (MLP) Structure: (40, 50, 50, 50, 50, 50, 24)

The CNF is represented by a matrix C of shape torch.Size([68, 40]):
tensor([[-1.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0., -1.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0., -1.,  ...,  0.,  0.,  0.],
        ...,
        [ 0.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0.,  0.,  ...,  0.,  0.,  0.],
        [ 0.,  0.,  0.,  ...,  0.,  0., -1.]])
73.76	43.48
76.48	40.06
74.77	40.68
73.99	38.51
74.07	39.75
72.59	38.82
72.75	39.44
69.49	36.02
75.93	41.93
74.46	40.06
74.61	43.48
74.69	39.13
74.38	37.89
73.21	39.75
71.97	39.75
74.77	38.82
76.63	40.06
74.92	40.06
73.37	40.06
76.24	40.06
75.54	41.61
76.40	42.24
78.18	43.17
68.48	34.47
75.31	38.51
73.06	40.37
75.85	40.99
76.79	39.13
77.95	39.75
77.48	39.75
77.33	42.86
76.94	45.03
76.79	40.68
76.71	37.89
74.84	39.44
76.01	40.37
76.79	39.13
69.02	37.27
71.97	37.58
72.52	34.16
74.07	39.75
73.29	37.27
72.28	38.51
73.60	37.58
73.37	39.75
72.67	39.44
75.08	40.68
73.60	40.68
74.84	40.68
77.17	43.48
75.93	39.75
75.93	40.06
74.77	39.13
74.53	41.30
74.53	40.06
76.01	42.24
74.46	38.82
75.93	42.24
77.10	38.51
74.15	40.37
73.52	42.24
69.33	37.27
72.20	36.34
76.09	41.30
77.33	39.44
74.92	40.37
75.47	37.89
70.11	36.02
72.05	39.13
76.48	42.24
76.86	42.55
76.32	40.99
76.40	42.24
74.61	40.68
76.79	42.24
76.63	42.24
75.39	43.17
78.34	42.55
76.48	39.44
76.63	40.68
74.53	39.13
76.55	39.44
74.61	41.30
73.91	40.68
72.13	37.89
76.55	41.93
--- total time from beginning: 179 seconds ---
